,predicted headline,actual headline
863,Michael Kors is a genius at selling his products.,Michael Kors has a ’basic’ image problem that’s killing sales
864,Ebola vaccine found to be 100% effective.,"Ebola vaccine gives 100% protection, study finds"
865,Jordanian Newspaper: Arab ’achievements’ in 2016.,"Jordanian Daily’s Top 10 Arab Achievements Of 2016 Includes Lone-Wolf Terror, Blowing Up Antiquities"
866,Best feature photography from July 25 through July 31.,CNN’s best photo galleries this week
867,Sen. Joe Donnelly to Join Democrats on Supreme Court.,Dem Donnelly A Yes on Gorsuch SCOTUS Nomination
868,"White House Defends Yemen Raid Plan, Calls It ‘A Very, Very, Very, Very, Very, Very, Very, Very, Very, Very",White House Defends Commando Raid on Qaeda Branch in Yemen
869,"Donald Trump, Hillary Clinton, Donald Trump: Your Wednesday Evening Briefing.","Trump’s News Conference, Russia, Facebook: Your Evening Briefing"
870,Jordan pledges more airstrikes against ISIS.,Jordan launches airstrikes against ISIS in Syria
871,Hubble telescope: What it is and how it works.,Hubble Space Telescope turns 25
872,Clinton to address Orlando: ’We’re going to build a better economy.,Clinton economy speech to focus on valuing people with disabilities
873,Manafort: ’Middle America’ Does Not Care About Trump’s Taxes.,Manafort: Middle America Is Not Interested in Trump’s Taxes
874,Botulism linked to Mississippi prison inmates.,Botulism outbreak suspected at federal prison
875,Baby Doe’ found in Boston Harbor.,Plight of ’Baby Doe’ found in Boston Harbor moves millions
876,Irish Boxing Champion Michael Conlan Leaves Ring Angry After Rio Olympics Rigged Match.,I’ve Been Robbed’: Irish Boxer Leaves Olympic Ring with Middle Fingers Up
877,"Publisher Publishes Report on ’Boom, Headshot!’ Effect.",Study Claiming Video Games ’Train’ Players for Real-World Violence Retracted
878,Trump: Russia is ’the world’s top sponsor of terrorism.,Donald Trump: How US President sees the world
879,How to make your smartphone more important than your smartphone.,A revolution that’s underway in healthcare could have us thinking about X-Rays the same way we think of iPhones
880,The Establishment’s Reaction to Marco Rubio’s Super Tuesday Debate.,5 Reasons Why Trump Would be a Better President than You Thought
881,"Poll: Trump Supporters Back Border Wall, but Only 67 Percent of GOP, 67 Percent of All GOP Voters.","Most Republican Voters Align with Trump on Trade, Immigration"
882,NYT Announces New York Times Reporting.,The New York Times to Offer Open Access on Web and Apps for the Election
883,Left’s Kitchen sink Tactics Against Jeff Sessions.,NAACP: Sessions’ Voter Fraud Prosecutions Were ‘Intimidating’ to Voters
884,Trump’s charity to halt fundraising in New York.,NY AG orders Trump Foundation to cease fundraising
885,The Left’s War on the Poor.,Milwaukee’s Divide Runs Right Through Me
886,"The startup boom is a myth, and it’s not just a myth.",The number of new businesses in the US is collapsing — and that’s disastrous news for the economy
887,families of victims of mobster’s death auction.,Whitey’ Bulger auction nets more than $100k
888,Morocco’s solar revolution.,Why Morocco is a leader of the ’green’ world
889,Pope Francis Adds Instagram to His List of Evangelizing Tools.,Pope Francis Gains One Million Instagram Followers in First 12 Hours
890,Trump: Clinton wants to abolish the Second Amendment.,Trump’s 2nd Amendment comments are his latest dangerous falsehoods
891,Hillary Clinton’s State Dept. Refuses to Answer FOIA Questions.,Hillary Clinton Aide Cheryl Mills Refused to Speak to State Department Inspector General
892,Rubio: I’d Run for ‘Ditching’ Senate Career.,"In Reversal, Marco Rubio to Seek Re-election to Senate"
893,protesters at Phoenix mosque clash.,"Protests, counterprotest outside Phoenix mosque"
894,Border Patrol Chief: Assault on Border Patrol Agents ’Has Increased 200% From the Previous Year’.,Border Patrol Chief: Assaults on Agents Have Increased 200% From Previous Year-to-Date
895,Supreme Sharia Judge: Trump Will ‘Move’ U.S. Embassy to Jerusalem.,WATCH: Senior Abbas Aide - Moving U.S. Embassy To Jerusalem A ’Declaration Of War On All Muslims
896,The New York Times’s Black History Project.,"In Covering Civil Rights, Reporter Enhanced His Words With Film"
897,"Obama’s Climate Change Policy Is a Legal Battle, but It’s Not a Legal Battle.","Obama Climate Plan, Now in Court, May Hinge on Error in 1990 Law"
898,Ariana Grande apologizes for Manchester attack.,Ariana Grande on fatal Manchester terror attack: ’I don’t have words
899,"Oil Spree, but Not the Oil Deal, Is the Answer.","Under Rex Tillerson, Exxon Mobil Forged Its Own Path Abroad"
900,Dwyane Wade: Chicago Gun Laws ’Too Weak’ and ’Too Weak’ to Protect His Family.,"Dwyane Wade: Chicago Gun Laws Too ’Weak,’ Police ’Can Do a Lot Better’"
901,United Airlines passenger refused to give up seat.,Passenger dragged off overbooked United flight
902,Starbucks CEO Howard Schultz Urges Hillary Clinton Campaign to ‘Re-Evaluate’.,Wikileaks: Starbucks CEO Warned Hillary of ’Stale’ Campaign
903,"Obama’s Guantánamo Arrival, and the Saudi Deal, Are the Key to a U.S. Role in the Middle East.",9 Guantánamo Prisoners From Yemen Are Sent to Saudi Arabia
904,Politico: Trump Bump Arrives.,Politico: Why Trump’s Poll Numbers Are ’Surging’
905,Trump’s convention: What it’s like to be a Republican.,Donald Trump’s big test
906,US cuts UN program for women.,US cuts women’s health funding to UN
907,George H.W. Bush: ’I’d Be Shocked’ if Hillary Didn’t Get George W.W. Bush�,David Gregory: ’I’d Be Shocked H.W. Bush Is Not Voting for Hillary’
908,"U.S. Open: Thunderstorms, torrential rain, rain.",U.S. Open 2016: Weather hits day one at Oakmont
909,Donald Trump Campaign Manager: Tim Kaine ’An Ethically Challenged Insider’.,Trump Compares ’Ethically Challenged’ Tim Kaine to Bob McDonnell
910,Christie’s auction house is taking on the auction house.,Rare ’no oil’ emeralds go to auction
911,Jeff Bezos Is One of the Most Powerful People in the World.,Jeff Bezos Aiming for Academy Awards with Original Films on Amazon
912,"Sexual Assault Case Is a Case of a Student, Not a Player, in Stanford’s Title IX Case.",A Majority Agreed She Was Raped by a Stanford Football Player. That Wasn’t Enough.
913,"Donald Trump Settles on John F. Kelly, a Marine General Who Helped Protect the Nation.","Donald Trump Picks John Kelly, Retired General, to Lead Homeland Security"
914,protesters clash with police in North Dakota over pipeline.,Police sprayed North Dakota Access Pipeline protesters with a ’water cannon’ in freezing weather
915,Sandra Bland case: Texas Rangers investigate death of Bland.,DA: Sandra Bland’s death to be investigated as murder
916,"CNN Student News - September 28, 2016.","CNN Student News - September  28, 2016"
917,GQ: ’There Is No Such Thing As An Illegal Immigrant’.,GQ Mag: ’There’s No Such Thing As an Illegal Immigrant
918,Ryan: ’I’m not going to give the presidency to Hillary Clinton.,Paul Ryan defends support of Donald Trump
919,Ivanka Trump’s message of ’America First’.,Ivanka Trump steps into role behind her father
920,"App Launches on Apple Store, Allows Victims to Record Video, Audio Evidence.",I’ve-Been-Violated App Reports Sexual Assaults Directly to Police
921,Aleppo Attack: Syrian Military Declares Partial Overcome.,Aid Convoy Is Hit in Syria as Cease-Fire Falters and Bombings Resume
922,Krauthammer: Trump Can’t Be Stopped Until Top Three Candidates Drop Out of Race.,Krauthammer: Trump Will Win GOP Nomination Unless Field Drops to Three
923,John McCain: ‘I’m in the Fight of My Life’ for Trump.,WaPo: John McCain Fights for His Life in the Era of Trump
924,North Korea claims to have tested a hydrogen bomb.,A North Korean hydrogen-bomb test would be a game-changer
925,"Bernie Sanders Supporters Turn Violent, Protest Outside DNC.",MSM Ignore Day Four of Democratic National Convention Protests
926,Bill Gates is the smartest person in the world for what you should study.,Bill Gates reveals what he’d study if he were a college freshman today
927,Tim Kaine’s selection of Hillary Clinton.,Why Tim Kaine has already made history
928,"Rep. Grijalva: If Clinton Foundation Is ’An extraneous Issue,’ ’Get Rid of It’.","Dem Rep Grijalva: If Clinton Foundation Is ’Extraneous Issue’ That Speaks To Trust or Transparency, ’Then Get Rid Of It’"
929,Leftists Protest at LAX Airport: ’We’re Going to Protest’.,Dueling Demonstrations at LAX Over Trump Travel Restriction
930,Trump’s North Korea meeting: What we learned.,Senators: Little learned during rare all-hands North Korea briefing
931,Ryder Cup: The Ryder Cup’s Most Dangerous Moments.,"From Bill Murray Chanting ’America!’ to Mike Eruzione Wearing Penny Loafers, Ryder Cup Runneth Over in Strange"
932,Donald Trump: ’Only Way’ to Stop Trump’s Supporters.,Donald Trump: Must ’Do a Good Job on Tuesday
933,Sea turtle found stranded on South Carolina beach.,Rare 475-pound sea turtle rescued
934,Alissa Rubin’s Afghan Stories.,"Alissa Rubin, 2016 Pulitzer Winner, Reports From the Front Lines"
935,Cybularz’s niece’s body turns against her.,Spending puberty in a shell
936,Yahoo has shortlisted 10 bidders in the auction for its core Internet assets.,Most of the offers Yahoo is shortlisting are from companies offering cash
937,Jeff Sessions: Lack of Border Security Playing a Role in Increased Use of Heroin.,Sen. Jeff Sessions Ties Heroin Epidemic to Lack of Border Security
938,Facebook is testing a new way to report fake news.,Facebook is going to use Snopes and other fact-checkers to combat and bury ’fake news
939,Remainers Turned Out to Protest EU Referendum Results.,PICTURES: Almost No One Turned Up For A Pro-EU Protest Outside Parliament
940,"Trump, Inaugural Address, Calls for ‘Trivial Fight’ to Help Americans.","Trump, in Optimistic Address, Asks Congress to End ‘Trivial Fights’"
941,"Billionaires Make Out Well in 2016, but Not Policy Change.","Bloomberg: As Populists Won 2016 Ballots, World’s Richest Made $237 Billion"
942,Philippines Air Force Strikes Target of Islamic State in Philippines.,Philippines Kills 11 of Its Own Soldiers in ’Friendly Fire’ Airstrike
943,White House photo op: Trump’s historic moment.,That’s too many white men in one place
944,Typhoon Meranti strikes China.,"Typhoon batters Taiwan, barrels into mainland China"
945,The world’s first dinosaur.,Shockingly lifelike dinosaur fossil makes public debut
946,"Curt Schilling: Hillary Clinton ’The Most Corrupt, Lying Human Being’ to Run for Office.","Curt Schilling: Hillary ’the Most Despicably Corrupt, Lying Human Being to Run for the Office’"
947,Debbie Wasserman Schultz Announces She Will Not gavel in Democratic Convention.,Debbie Wasserman Schultz: I Will Not Gavel In Democratic Convention in Philadelphia
948,Dinesh D’Souza: ‘I’m Not Going to Say Hillary’s America Is a ‘Racist Movement,Dinesh D’Souza: Democratic Party Like ’A Criminal Gang’ Seeking Wealth And Power
949,The most revealing moment in Trump’s speech.,Axelrod: Trump’s promises face buzzsaw of reality
950,Robert O’Brien: ’I’m Not Going to Let the U.S. Get Back to the War on Terror’.,Robert C. O’Brien: ‘Peak Political Correctness Prevents Us from Identifying Who Our Enemies Are
951,Donald Trump: Bill Clinton’s Net Worth Is $100 Million.,"Donald Trump on Hillary Clinton: ’I Think We’ll Whip Out’ Clinton Cash, ’Very Pertinent’"
952,Cavaliers star LeBron James is coming home to Cleveland.,LeBron James: Why I’m endorsing Hillary Clinton
953,Death of Justice Antonin Scalia Hits Hard Today.,Pro-Life Leaders Mourn Justice Antonin Scalia
954,"Omar Omar, the Muslim cleric who inspired 9/11.",The cleric who altered the course of modern history
955,Tesla’s new Summon feature is a huge step forward for its cars.,A wild new Tesla feature lets a car park itself without anyone in the car
956,Hillary Clinton and Bernie Sanders Are Big Frontrunners Before New Hampshire.,"Live Updates*** New Hampshire Primary Results: Trump, Sanders Projected Winners"
957,Clemson wins the championship in the final seconds of the game.,The 3 plays from the college football championship game that everybody will be talking about today
958,"Man who attacked New Orleans airport with machete, gas cylinders.",New Orleans airport machete attack suspect dies
959,Corey Lewandowski: Trump’s campaign is the best.,How Corey Lewandowski overplayed his hand
960,Politico: Obama’s Mosque Visit ’The Beginning of a New Era’.,Politico: Obama Visiting Mosque to ’Counter’ Trump
961,"Georgia Poll: Karen Handel, Jon Ossoff Lead in Georgia Special Election.",Election Eve Poll in Georgia’s Sixth Congressional District: Republican Handel Leads by 2
962,Protesters arrested in Russia.,Report: Hundreds arrested at anti-corruption protests in Russia
963,San Francisco and Santa Clara County lawyers argue that Trump’s immigration order violates their rights.,Sanctuary cities’ are now meeting the Trump administration face to face in court
964,Prince Dies of Drug-Induced Death.,Report: Prince Died of Drug Overdose
965,"Major League Baseball and Players’ Union Reach Agreement on a New, More-Competitive Workforce.","M.L.B. Labor Deal Is Struck, Averting a Work Stoppage"
966,’Shireen Ibrahim’: ’I Was Killed by ISIS’s Terrorists.,"Yazidi Activist: Islamic State Cut Open My Friend, Raped Her Baby, Then Raped Her"
967,Donald Trump’s ‘Sex Tape’ Testimony Is a ‘Dangerous’ Thing.,"Donald Trump Talks at Debate, but Many Women Hear Only a 2005 Tape"
968,Sen. Homeland Security Chair: I’m Very Concerned About Susan Rice’s Access to Intelligence Reports.,Exclusive--Sen. Ron Johnson: ’What We Do Know About Susan Rice Is You Can’t Believe What She Says
969,Joy Behar: ’I Would Like To Apologize To Those Tramps That Have Sleeped With My Husb,Joy Behar: ’Maybe’ Hillary Could Have Said She Apologizes ’To Those Tramps That Have Slept With My Husband’
970,"French City of Lille Is on Lockdown After Three Shot, One Injured.",French City of Lille on Lockdown After Multiple Shootings
971,Donald Trump’s golden pheasant.,"Haha guys, this bird looks like Donald Trump"
972,Video Game Milo Tosser’s ’Homophobic’ Video Game ’Milo’ Is ’Homophobic’.,YouTube Adds Trigger Warning to ’Milo Tosser’ Game Footage
973,DNC Chair Debbie Wasserman Schultz to Resign After DNC Convention.,Report: DNC Chair Debbie Wasserman-Schultz To Resign After Convention
974,Trump Supporter Protects Yard Sign from Thieves.,WATCH: Man Booby-Traps Trump Sign To Protect It Against Would-Be Thieves
975,"Your Morning Briefing: Donald Trump, China, Russia, Syria.","Donald Trump, North Korea, Kashmir: Your Morning Briefing"
976,Snowstorm in New York City Sparks a Storm Surge.,Spring Weather? Snowstorm? New York Schools to Close on Thursday
977,Hillary Clinton: Terry McAuliffe ’Proud’ of Her ’Breaking Down Barrier’ to Voting.,Hillary Clinton: ’Proud of My Friend’ Virginia Gov. Terry McAuliffe for Granting Voting Rights to Violent Felons
978,"Jersey City Police: Father of Easter Bunny Gets Physical, Threatens to Attack.",Easter Bunny Brawl at New Jersey Mall Caught on Video
979,Anti-Trump Vandals: ’We’re Not Giving Justin a Break’.,Candidate’s Last Name on Campaign Signs Altered to Say ’Farted’
980,"Rio Olympics Opening Ceremony: A Red, Blue, Black, Brown, Green, Red.",Rio’s ’Sustainable’ Olympics Are Just Lipstick On A Pig
981,"Milo Yiannopoulos: Islam Is Cancer, Transgender Is Cancer.",Publishers Encounter Political Storms in Turn to Right
982,"Breitbart News Daily: Trump, Tillerson, Tillerson.",Breitbart News Daily: Pre-Christmas Cabinet
983,Elizabeth Warren: Trump Is ’Aproven Failure’ in Business.,Elizabeth Warren: Donald Trump Is a ’Proven Failure’ in Business
984,Rasmussen Reports: Race Tightening After Convention.,"Rasmussen Poll Shows Two-Point Race: Clinton 41 Percent, Trump 39 Percent"
985,California Today: A Day in the Life of a Los Angeles Reporter.,"California Today: In Virtual Reality, Investigating the Trayvon Martin Case"
986,Scientists may be able to transplant human organs.,Feds open talks on growing human organs in animals
987,Father of Robert Levinson: Trump Can Bring His Father Home After 10 Years Missing in Iran.,"Trump Can Get Him Home,’ Says Son of Former FBI Agent Missing in Iran"
988,The Baby Bottoms of Americans Born Before 1980s.,How Wall-Mounted Changing Tables Enabled Moms to Leave the House
989,Black Lives Matter Supporters Claim Paris Terror Attack Was ’To Make People Lose Attention’.,Black Lives Matter Activists Angry With Nice Terror Attack Response
990,Cooking for the Soul: A New Way to Cook a Potent Meal.,What to Cook This Week
991,Top Republicans in Congress Talk About Next Steps in Hillary Clinton Email Investigation.,Sen. Judiciary: Release All Information on Hillary Email Case
992,Juicero is offering full refunds to customers who are upset to learn that its juice can be squeezed by hand.,Juicero says you can mail your $700 juicers back for a refund if you were outraged to learn you can squeeze its juice packs by hand
993,Apple’s earnings report is a big disappointment for investors.,"Apple CEO Tim Cook: ’We’re seeing extreme conditions, unlike anything we’ve seen before"
994,Donald Trump Recognizes Kurt Cochran’s Death in London Terror Attack.,Donald Trump Recognizes American Tourist Killed In London Terror Attack
995,Apple CEO Tim Cook: Apple got a special deal from Ireland to avoid taxes.,"Companies like Apple will bring back billions if there’s a ’tax holiday,’ but last time it was a ’disaster"
996,Mossack Fonseca’s Case Against Donald Trump.,Panama Papers Show How Rich United States Clients Hid Millions Abroad
997,"Hillary Clinton: ‘We Are Trying to Elect a President, Not a Deportation’.",Hillary: Trump Wants to be a ’Dictator’-The Hill
998,Pokemon Go’ officially made its way onto the 2016 campaign trail.,Pokemon Go’ finds its way onto the campaign trail
999,Jerry Brown’s California Budget: ’We’re Going to Put Taxpayer Dollars in the State’.,Jerry Brown’s New Budget Includes Millions to Defend Illegal Aliens from Deportation
1000,Vatican documents show how Catholic church is changing.,"Tradition, progress at crux of Vatican talks on women"
